Video ID,Title,Length,Published,Region Restriction Count
t82m6vPhsEA,Great White Sharks of Guadalupe Island | Most Wanted Sharks,4m 3s,2020-07-28T12:00:15Z
S-XOVoWU_BM,Predatory Shark Attacks | When Sharks Attack,2m 16s,2020-07-27T17:00:06Z
UxEKMQUvWLc,Are Gordon Ramsay's Chicken Wings Spicy Enough for The Hot Ones? | Ramsay Around the World,9m 2s,2020-07-26T16:00:15Z
NmO5Nm8QRJk,Melissande's Ultimatum | Barkskins,2m 38s,2020-07-26T12:00:05Z
_cvWCDe0SKc,Gordon Tries Fermented Fish | Gordon Ramsay: Uncharted,4m,2020-07-25T12:00:10Z
Z5KNTL8Ch-A,Bull Shark vs Hippo | Secrets of the Bull Shark,2m 12s,2020-07-24T12:00:11Z
gS7inAfYH9I,Coral Reef Ocean Explorer - Meet the Expert | National Geographic,50m 29s,2020-07-23T17:01:17Z
EbUHKw8r5xA,Journey into the Deep Sea - VR | National Geographic,9m,2020-07-23T12:00:07Z
iF2TsDpH4mY,How Advertisers Joined The Fight Against Germs | Nat Geo Explores,7m 17s,2020-07-22T12:00:13Z
CeaXdB4orFE,Seagrass and the Ecosystem | When Sharks Attack,4m 19s,2020-07-21T12:00:06Z
LVJV6RYZcgo,The Shark Immune System | When Sharks Attack,3m 19s,2020-07-20T23:00:04Z
DjDEo9kBQQc,Gordon Makes An Omelette In Norway With...Reindeer Sausage!? | Scrambled,8m 49s,2020-07-19T16:00:06Z
H_EHmZ6BglM,Think on it | Barkskins,3m 38s,2020-07-19T12:00:05Z
sbrtHbM8aU0,Could Sport Fishing Cause Shark Attacks? | When Sharks Attack: Tropical Terror,2m 49s,2020-07-18T15:00:34Z
QQUPFTjpMxk,How Dolphins Evade Shark Attacks | Sharks vs. Dolphins: Blood Battle,4m 35s,2020-07-17T23:00:04Z
Mut8c4U0y10,Can Sharks Detect Magnetic Fields? | Sharkcano,4m 20s,2020-07-16T20:00:02Z
XLXo46jgH7s,Lifesaving Medicines from Venomous Animals - Meet the Expert | National Geographic,48m 7s,2020-07-16T17:02:12Z
QZ_kf9HrkN0,Creating The First 3D Scan of an Endangered Species | Explorers In The Field,5m 1s,2020-07-15T12:00:07Z
01fMfLsCG6Y,Tiger Shark Database | World's Biggest Tiger Shark?,2m 54s,2020-07-14T17:00:01Z
fiq1RuICtZU,Gordon Ramsay Cooks The Spiciest Scrambled Eggs in India | Scrambled,8m 1s,2020-07-12T16:00:30Z
i8Ng1y6yJ9Q,Where are the Pistols? | Barkskins,5m 10s,2020-07-12T12:00:09Z
zD-rWaMPosI,A Crash Course in Guyanese Cuisine | Gordon Ramsay: Uncharted,4m 17s,2020-07-11T12:00:15Z
B-4gyfNa608,Face-to-Face with a Bear - Meet the Expert | National Geographic,47m 8s,2020-07-09T17:03:42Z
gQ45Gss7ZHU,Rogue Trip | Official Trailer | Disney+,1m 1s,2020-07-09T15:44:27Z
fKD-PZkExJI,Changing Glaciers of Iceland | Explorers in the Field,7m 16s,2020-07-08T12:00:26Z
nsTXZuPKuAU,Why the Dinosaurs’ Extinction is an Ongoing Puzzle | Nat Geo Explores,7m 6s,2020-07-07T12:00:15Z
D60f8-IOtps,Gordon Ramsay Cooks a Breakfast Hash in the Jungle of Guyana | Scrambled,9m 44s,2020-07-05T16:00:03Z
0IzkbosmTMA,Visit Her at Your Peril | Barkskins,5m 38s,2020-07-05T12:00:01Z
ceToWtMrOfM,Warrior Watch: Protecting Kenya's Lions | Explorers in the Field,7m 57s,2020-07-01T12:00:13Z
twVdBzQM-gc,Expedition Everest: The Science - 360 | National Geographic,6m 39s,2020-06-29T11:59:52Z
oTKXv191tYU,Gordon Ramsay Turns Rendang Into an Omelette in Indonesia | Scrambled,8m 50s,2020-06-28T16:00:15Z
_PNIsrJmEW0,Weaver Ant Chutney | Gordon Ramsay: Uncharted,4m 17s,2020-06-27T12:00:11Z
OcyPBHPk_VM,Rebuilding Paradise Trailer | National Geographic,1m 55s,2020-06-26T19:59:47Z
25Nt41MdCbI,COVID-19 Humans and Wildlife: What Do We Know? | National Geographic,1h 28s,2020-06-26T19:12:12Z
0BmGw3a-JDQ,In the 19th Century Going to the Doctor Could Kill You | Nat Geo Explores,6m 54s,2020-06-25T20:00:01Z
-5KEgq1f7J0,Mitigation and Adaptation: Human Stories of Hope | Explorers In The Field,7m 29s,2020-06-24T12:00:00Z
KM6HWp_ik2c,Expedition Everest: The Mission - 360 | National Geographic,4m 12s,2020-06-22T11:59:48Z
VjH-gqfD8v0,Gordon Ramsay Makes the Ultimate Cajun Breakfast Sandwich | Scrambled,9m 4s,2020-06-21T16:00:17Z
OyiTv4iv6Bk,The Sky Table | Barkskins,4m 2s,2020-06-21T12:00:07Z
mbU7P2LZDKs,Gordon Tries Bika | Gordon Ramsay: Uncharted,2m 13s,2020-06-20T16:00:20Z
b-wRvrodaPM,In the Footsteps of Glaciers | National Geographic,11m 57s,2020-06-20T12:00:19Z
t5UzAc3yEaQ,Saving Ocean Biodiversity: Coral Restoration | Explorers in the Field,6m 49s,2020-06-17T12:00:23Z
i-qCuzdlTpY,Gordon Ramsay Makes OSTRICH Scrambled Eggs In South Africa | Scrambled,7m 27s,2020-06-14T16:00:15Z
0IwXPoqRirM,What Sort of Man Are You? | Barkskins,3m 24s,2020-06-14T12:00:00Z
uOGFE7ZikTo,Crayfish Hunting in Tasmania | Gordon Ramsay: Uncharted,3m 18s,2020-06-13T12:00:18Z
RjCIhFNaPrs,This Monster Helped Save 4.5 Million Lives | How Science Fiction Inspired Science,2m 56s,2020-06-11T12:00:09Z
TtYRHj1j5fM,Tales of a Tailfeather | Explorers in the Field,5m 23s,2020-06-10T12:00:20Z
D6e_qh3YRPs,Why Bats Aren't as Scary as You Think | Nat Geo Explores,6m 50s,2020-06-08T12:00:08Z
dWGUgjgOW_Y,LA92 Panel - Live | National Geographic,3h 20m 20s,2020-06-08T03:00:11Z
IqkQx7dF-BE,Gordon Ramsay Makes Sea Urchin Scrambled Eggs in Australia | Scrambled,6m 10s,2020-06-07T16:00:07Z
LvTFd5iNK4A,A Visit From The Hudson Bay Company | Barkskins,3m 25s,2020-06-07T12:00:08Z
SFBNT1GQhVg,Gordon Ramsay Learns the Art of Braai Cooking | Gordon Ramsay: Uncharted,4m,2020-06-06T12:00:10Z
dVcRPIsCQ88,Virtually Viral | Explorers in the Field,5m 11s,2020-06-04T16:00:28Z
wfNankqNu3E,How Close Are We to Flying Cars? | How Sci-Fi Inspired Science,3m 6s,2020-06-04T12:00:16Z
VVaYEnZUNHI,Grandpa’s Reef - 360 | National Geographic,4m 10s,2020-05-29T16:00:25Z
oRJf8NGkxaI,Will future robots & AI take over? | How Sci-Fi Inspired Science,4m 12s,2020-05-28T12:00:23Z
7lRFObgebg8,Soil Secrets | Explorers in the Field,4m 44s,2020-05-27T12:00:03Z
gXtoMkfJyPA,Uncover Antarctica - BTS | National Geographic | OPPO,4m,2020-05-26T20:06:49Z
hKKzUcqZgMY,When Cities Were Cesspools of Disease | Nat Geo Explores,5m 34s,2020-05-24T12:00:26Z
VllbifRKR5s,An Unfinished Symphony | Nobel Peace Prize Shorts,19m 27s,2020-05-22T15:59:59Z
aDoanNM7O_s,The Lost Forest | Nobel Peace Prize Shorts,21m 55s,2020-05-22T11:59:53Z
PDSSrpTO-4o,This Cannon Launched Our Love of Space | How Sci-fi Inspired Science,4m 1s,2020-05-21T20:00:05Z
FH1sxAd7xVU,Still Human | Nobel Peace Prize Shorts,15m 36s,2020-05-21T15:59:53Z
hcCVe5MamN4,Seven Wonders of the New World | Cosmos: Possible Worlds,4m 3s,2020-05-21T12:00:32Z
rIXeDlgx5Rc,Measuring Mangroves | Explorers in the Field,5m 32s,2020-05-20T20:36:57Z
F_5Lp6teKd8,Into the Fire | Nobel Peace Prize Shorts,23m 58s,2020-05-20T15:59:47Z
zCbQffIER_E,Lockdown Around the World | National Geographic,7m 41s,2020-05-15T12:00:36Z
4y5PFm-LMx8,The Video Chat That Existed In The 1870s | How Sci-fi Inspired Science,3m 17s,2020-05-14T16:00:01Z
qk5PLwYvIqk,Coming of Age in the Anthropocene | Cosmos: Possible Worlds,5m 37s,2020-05-14T12:00:28Z
l_n5iOY37gg,Alien Oceans | Explorers in the Field,5m 52s,2020-05-13T12:00:25Z
D6-HAPgVsv4,How Fear and Anxiety Drove Human Evolution | Nat Geo Explores,4m 40s,2020-05-08T12:00:11Z
4xiAQIL0GyI,Shadows of Forgotten Ancestors | Cosmos: Possible Worlds,4m 46s,2020-05-07T12:00:03Z
_ermvCDJzts,Upturning Tornadoes | Explorers in the Field,5m 32s,2020-05-06T12:00:17Z
hxAk5LaMue4,Behind the Scenes | The Right Stuff | Disney+,1m 36s,2020-05-05T16:10:19Z
oH4n90FL8sE,Into the Fire Trailer | National Geographic,1m 37s,2020-05-01T12:00:22Z
UaelNxjgGCo,A Tale of Two Atoms | Cosmos: Possible Worlds,4m 37s,2020-04-30T12:00:30Z
kscXHHjkySY,Gordon Ramsay: Uncharted | Season 2 Trailer,1m 1s,2020-04-29T21:13:36Z
PMDlHKYYx2g,Rodent Roommates | Explorers in the Field,4m 49s,2020-04-29T12:00:11Z
QJ531EY8uo8,Last Wild Places: Iberá | National Geographic,19m 58s,2020-04-28T12:00:21Z
Q7S1vHEf3Gg,Nat Geo’s BARKSKINS | Limited Series Trailer,2m 1s,2020-04-27T16:06:41Z
1lLNZQVPpQA,How Solving this Medical Mystery Saved Lives | Nat Geo Explores,4m 31s,2020-04-24T12:00:00Z
cUQaynv7X9Y,Magic Without Lies | Cosmos: Possible Worlds,5m 54s,2020-04-23T12:00:33Z
QnS_snk0dPk,The Monkeys of Sri Lanka | Born Wild: The Next Generation,3m 22s,2020-04-21T23:07:03Z
PUTZokPtb24,Returning to Her Roots | Jane: The Hope,3m 6s,2020-04-20T12:00:19Z
S6TSF5FLBUA,Born Wild: The Next Generation: Official Trailer | National Geographic,31s,2020-04-18T13:59:51Z
AgJjzNmcp_M,Akashinga: The Brave Ones Trailer | National Geographic,1m 17s,2020-04-16T18:32:36Z
Je7FAXXNLAY,The Sacrifice of Cassini | Cosmos: Possible Worlds,5m 52s,2020-04-16T12:00:07Z
wjHStiCSJ1w,Nat Geo’s BARKSKINS | Behind the Scenes Video,46s,2020-04-13T20:00:41Z
llKW1sGAADE,Rebel Wilson and Keegan-Michael Key Go to the Bio-Mall | Brain Games,3m 38s,2020-04-10T12:00:22Z
ubE9hjrsHmI,The Search for Intelligent Life on Earth | Cosmos: Possible Worlds,4m 35s,2020-04-09T12:00:21Z
4mBYNdeFS90,Jack Black Reveals His Eclectic Musical Influences from High School | Brain Games,2m 9s,2020-04-03T12:00:04Z
n_Kir4OvgLo,Jane Goodall: The Hope – Trailer | National Geographic,1m 46s,2020-04-02T21:03:46Z
Hm3hj-jBUQk,The Man of a Trillion Worlds | Cosmos: Possible Worlds,3m 47s,2020-04-02T12:00:06Z
bYxzoiTyyb4,Marsai Martin Reads Anthony Anderson's Mind | Brain Games,6m 9s,2020-03-27T12:00:19Z
ky8Ka7L4Uys,The Cosmic Connectome | Cosmos: Possible Worlds,4m 23s,2020-03-26T12:00:32Z
Cyl-0yu0bpU,Drew Brees Tests His NFL Pro-Level Concentration with Keegan-Michael Key | Brain Games,6m 2s,2020-03-20T12:00:03Z
qbMhR9JUPuI,Ladder to the Stars | Cosmos: Possible Worlds,2m 16s,2020-03-19T12:00:17Z
l_vfKho31lQ,Guessing Kristen Bell and Dax Shepard’s First Crushes | Brain Games,4m 20s,2020-03-13T12:00:18Z
g_cgWvS4aSM,Fleeting Grace of the Habitable Zone | Cosmos: Possible Worlds,4m 19s,2020-03-12T12:00:19Z
Bl-s4tqR8Bc,The Cosmic Calendar | Cosmos: Possible Worlds,2m 45s,2020-03-09T12:00:02Z
moeEjKu3Cr0,Ted Danson Tries to Read Micro Expressions | Brain Games,5m 1s,2020-03-06T13:00:08Z
bCXajf00erM,Monterey Bay Marine Sanctuary | National Geographic,2m 40s,2020-02-29T13:00:09Z
ZF9rfNphh5I,Birdwatching with FARC | National Geographic,15m 32s,2020-02-17T13:00:07Z
yARtExKaIH8,A Baby Golden Snub-Nosed Monkey | Hidden Kingdoms of China,3m 59s,2020-02-10T13:00:12Z
83MVIt9p7Sw,Bobby Bones Descends a Slippery Cliff | Running Wild With Bear Grylls,2m 50s,2020-02-01T13:00:00Z
msYdZHQY52M,Channing Tatum Makes Fire | Running Wild With Bear Grylls,2m 34s,2020-01-25T13:00:09Z
_r_nFT2m-Vg,Earthquakes 101 | National Geographic,5m 2s,2020-01-23T13:00:06Z
3veKD-d4GZM,Dave Bautista Makes a Log Ladder | Running Wild With Bear Grylls,4m 12s,2020-01-18T13:00:01Z
ghZ5gsr6MAk,COSMOS SEASON 3 TRAILER | National Geographic,2m 4s,2020-01-17T23:59:49Z
9_jCrlNLbhk,Storytellers Summit Day 2 | National Geographic,1h 22m 21s,2020-01-16T17:51:09Z
BbInHCmt1jA,Storytellers Summit Day 1 | National Geographic,1h 47m 57s,2020-01-15T20:42:26Z
VNGUdObDoLk,Volcanoes 101 | National Geographic,4m 59s,2020-01-14T18:00:05Z
GZahv3BQJ88,Alex Honnold Rappels Into a Ravine | Running Wild With Bear Grylls,4m 30s,2020-01-11T13:00:02Z
Y19MPDUs3ZI,What Mud From Glacial Lakes Can Tell Us About Our History | National Geographic,8m 17s,2020-01-07T13:00:06Z


##2019
lVRW0rac_yA,Harvesting Mussels In Ireland | National Geographic,2m 28s,2019-12-14T18:00:08Z
hOFxOw9tkC4,Ancient Predator Had a Killer Jaw | National Geographic,2m 32s,2019-12-13T13:00:10Z
TLFAkcwj0yo,Armie Hammer Ascends From an Underground Cave | Running Wild With Bear Grylls,3m 35s,2019-12-07T13:00:07Z
gvXSEAfyU20,How Wildlife Is Bouncing Back In This African Park | National Geographic,16m 59s,2019-12-02T13:00:07Z
XDZ39JJsSp0,Deep Sea Exploration - 360 | Into Water,6m 11s,2019-11-26T13:00:06Z
RpG8vuvqDbc,The Waters of Slovenia | National Geographic,4m 5s,2019-11-23T21:00:04Z
28OrdmiWdyM,Rob Riggle Ice Climbing in Iceland | Running Wild With Bear Grylls,2m 14s,2019-11-23T13:00:00Z
anZXKv_E1oQ,Uncovering Ancient Incan History | Lost Cities With Albert Lin,4m 54s,2019-11-20T13:00:00Z
lTDsN6PGT2c,Canada's Wild Rivers - 360 | Into Water,6m 1s,2019-11-19T13:00:10Z
eCe4veJsBuI,Cara Delevingne Pulls Herself Across a Canyon | Running Wild With Bear Grylls,3m 19s,2019-11-16T13:00:09Z
_hspKngQ-3E,Lost and Found | Nobel Peace Prize Shorts,21m 57s,2019-11-15T16:00:08Z
LgXP_9BNgmE,The Ancient City of Sela | Lost Cities With Albert Lin,3m 57s,2019-11-13T13:00:05Z
uwsDcbCfqZI,Indonesia's Coral Reefs - 360 | Into Water,5m 26s,2019-11-12T13:00:10Z
v_JnhiB7UwE,Joel McHale in a Slot Canyon | Running Wild With Bear Grylls,2m 14s,2019-11-09T13:00:16Z
WwD0M3kY-qw,Nat Geo Staff 1930s Baseball Game | National Geographic,1m 43s,2019-11-08T13:00:04Z
depVrbYifmE,Cosmos Returns | National Geographic,2m 9s,2019-11-08T00:00:03Z
pzehE5A1Oi4,Iceland’s Glaciers - 360 | Into Water,7m 21s,2019-11-07T13:00:07Z
2TyBTYZl4yE,Underwater Lost City in England | Lost Cities With Albert Lin,5m 8s,2019-11-06T13:00:01Z
l5hQGpQk8oo,Brie Larson Eats a Rhino Beetle | Running Wild With Bear Grylls,2m 59s,2019-11-05T18:00:03Z
-lwf1JmmdLY,Exploring Ciudad Perdida | Lost Cities With Albert Lin,3m 9s,2019-10-30T12:00:01Z
2kx17K1Tlpk,He Grew Up in Antarctica — And Now He's Leaving | National Geographic,3m 38s,2019-10-28T12:00:01Z
k9jZseMZ5Ig,Cambodia’s First Women’s Wheelchair Basketball Team | National Geographic,13m 17s,2019-10-27T12:00:06Z
ylAz_Db7NSA,Exploring Buenos Aires | National Geographic,2m 6s,2019-10-26T12:00:10Z
0fdreKvuqgs,Ancient City of Nan Madol | Lost Cities With Albert Lin,5m 5s,2019-10-23T12:00:01Z
TIgeM2JFIWo,Your Sneakers Are Part of the Plastic Problem | National Geographic,5m 44s,2019-10-22T12:00:05Z
Q_mCHs79B6c,See Antarctica Like Never Before | National Geographic,2m 31s,2019-10-21T12:00:04Z
dXJmE5yANe8,Coconut Crabs Devour Pig Carcass | Searching For Amelia,2m 1s,2019-10-18T12:00:06Z
0tWuY2Uc7dY,Underground Templar Caves | Lost Cities with Albert Lin,4m 21s,2019-10-16T12:00:01Z
w5sMJM9QL84,Puerto Vallarta with the Trip Sisters | National Geographic,2m 54s,2019-10-12T12:00:11Z
r-LY17qcQEk,Peatlands Critical In Climate Change Fight | National Geographic,3m 5s,2019-10-01T17:00:08Z
bkzPBm-WznU,Science Fair – Trailer | National Geographic,2m 14s,2019-09-23T19:59:46Z
T-4_5l5t5eM,Lost and Found Trailer | National Geographic,1m 48s,2019-09-20T19:59:59Z
W4z5EqbbZjg,Circadian Blues | National Geographic,1m 45s,2019-09-20T15:00:06Z
1VxXaf_qmKI,Transforming a Studio Apartment | National Geographic,1m 37s,2019-09-13T12:00:01Z
hTMfOz6rTlM,Shark Tagged From Submarine For First Time In History | National Geographic,2m 5s,2019-09-09T12:00:08Z
1Qxitb1MSmA,Activate – Trailer | National Geographic,1m 56s,2019-09-06T12:00:05Z
rpvFXdxaK7o,Can Zedd Remix A Breakfast Sandwich With Gordon Ramsay? | Scrambled,12m 9s,2019-09-05T16:00:15Z
IAZAIdLwhGw,Science Fiction Inspires the Future of Science | National Geographic,13m 9s,2019-09-05T12:00:03Z
TaZkwBWuN2A,The Cave Trailer | National Geographic,1m 57s,2019-08-31T12:00:09Z
l4QWKCAfdA8,The Downsized Bedroom | National Geographic,1m 32s,2019-08-30T17:00:09Z
BK79eI71qxU,Clearing Everest's Trash - 360 | National Geographic,4m 48s,2019-08-30T12:00:00Z
aacHWoB7cmY,Tornadoes 101 | National Geographic,5m 32s,2019-08-29T12:00:01Z
spcaIArivrs,The Nightcrawlers Trailer | National Geographic,1m 52s,2019-08-28T12:00:00Z
dLXofmhUW00,Amazon Fires 'So Much Worse Than Before' | National Geographic,1m 58s,2019-08-27T12:00:06Z
83JEKinzCOs,What a Sea Snail Die-off Means for Californians—and the Climate | National Geographic,11m 7s,2019-08-26T12:00:02Z
qTpQ42XDBX0,Gordon Ramsay Makes Salmon Scrambled Eggs In Alaska | Scrambled,4m 3s,2019-08-25T16:00:09Z
9LTwJLtlBTA,Women of Impact | Official Trailer,1m 34s,2019-08-24T20:00:00Z
1bhIwbZ3DmU,Gordon Ramsay Goes Cast Net Fishing in Laos | Gordon Ramsay: Uncharted,3m 55s,2019-08-24T12:00:02Z
P7aN9OkNl7U,The World According to Jeff Goldblum | Official Trailer | Disney+ | Streaming November 12,1m 58s,2019-08-23T23:38:50Z
bRuSmxJo_iA,Fossils 101 | National Geographic,4m 8s,2019-08-22T12:00:12Z
LUSK2CxsLMk,Watch UK's Natural Land Diminish in 100 Seconds | Short Film Showcase,2m 44s,2019-08-20T12:00:04Z
2y-WluQHFIY,Tiny Fish Use Bacteria to Glow in the Dark | National Geographic,3m 14s,2019-08-19T17:00:01Z
Q-CD7Jh5jiA,Opiates and Pangolin Scales is Rumor Debunked | National Geographic,5m 8s,2019-08-19T12:00:04Z
P0xvmcaVozY,Gordon Ramsay Makes a Spicy Asian Omelette in Laos | Scrambled,4m 46s,2019-08-18T16:00:05Z
u2l_EugvRw8,These Divers Search For Slave Shipwrecks and Discover Their Ancestors | National Geographic,18m 22s,2019-08-18T12:00:07Z
-wpGYat0JTU,Gordon Ramsay Harvests Glacial Ice Cubes | Gordon Ramsay: Uncharted,3m 36s,2019-08-17T12:00:00Z
gTDzI00GcBE,Nat Geo's Aaron Huey's Most Epic Photos | National Geographic,10m 18s,2019-08-16T12:00:14Z
pLk32kxzNCY,How a Fish Might Grow Your Next Salad | Decoder,4m 11s,2019-08-15T12:00:08Z
9Z6FeSDF4jE,The Small Bed Battle | National Geographic,1m 42s,2019-08-14T12:00:02Z
9wwz4_1P6P0,What's the World's Most Littered Plastic Item? Cigarette Butts | National Geographic,5m 21s,2019-08-13T12:00:00Z
7MZ59LQtWH8,Gordon Ramsay Makes SPAM Scrambled Eggs in Hawaii | Scrambled,11m 51s,2019-08-11T16:00:00Z
iIw5gc0zlU4,These Death-Defying Human Towers Build on Catalan Tradition | Short Film Showcase,12m 59s,2019-08-11T12:00:09Z
gg8_XW5yUqw,Gordon Ramsay Learns to Spearfish | Gordon Ramsay: Uncharted,3m 2s,2019-08-10T12:00:13Z
o6HMx18-4do,Kitten Lady on Orphaned Cat Care | National Geographic,16m,2019-08-08T21:22:37Z
6B3P7o8QMz8,Andrea Ghez’s Black Hole Research Confirms Einstein’s Theory of Relativity | Short Film Showcase,4m 49s,2019-08-08T17:00:00Z
BF2TZq-ntRQ,The Harp Seal's Race Against Time - Ep. 5 | Wildlife: The Big Freeze,12m 25s,2019-08-08T12:00:00Z
h80qDTHp_yk,Bobcat Cubs Steal Mom's Food | National Geographic,3m 1s,2019-08-06T17:00:13Z
B9IIrpOLJ14,Rare Ghost Orchid Has Multiple Pollinators | Short Film Showcase,16m 6s,2019-08-06T12:00:00Z
59MxUMcSFdA,Crack Splitting an Antarctic Ice Shelf In Two | National Geographic,2m 18s,2019-08-05T17:00:00Z
NuhDCXYMdTI,He Spent His Career Studying a Frog. Then He Discovered Its True Identity. | Short Film Showcase,9m 36s,2019-08-05T12:00:04Z
R_L1w3DAcnU,Gordon Ramsay Makes A Mushroom Omelette In Morocco | Scrambled,4m 58s,2019-08-04T16:00:04Z
Ba2uTIj1VS8,Gordon Ramsay Explores the Medina of Fez | Gordon Ramsay: Uncharted,5m 5s,2019-08-03T12:00:00Z
ruil2p1vBjc,Anyone Can Be an Underwater Photographer | National Geographic,1m 1s,2019-08-01T14:59:52Z
9vgnXRypc4o,The Life of a Baby Polar Bear - Ep. 4 | Wildlife: The Big Freeze,11m,2019-08-01T12:00:01Z
cATlsFzHigI,Wolves of Yellowstone On The Hunt | National Geographic,2m 32s,2019-07-30T17:00:10Z
QEEBS4_ovVw,The Jersey Shore Shark Attacks | SharkFest,4m 8s,2019-07-30T12:00:02Z
wwH3fygSNVU,Endangered Penguins of South Africa - 360 | National Geographic,3m 8s,2019-07-29T17:00:15Z
rkcmKsoqrgk,What's Driving Shark Attacks in Recife? | SharkFest,6m,2019-07-29T12:00:08Z
ustlTgSesgM,Gordon Ramsay Makes Abalone Scrambled Eggs In New Zealand | Scrambled,6m 43s,2019-07-28T16:00:06Z
_xodf7-wSzw,Gordon Ramsay Hunts for Native Foods of New Zealand | Gordon Ramsay: Uncharted,5m 47s,2019-07-27T12:00:05Z
4HGNqFdaD34,Sharks 101 | National Geographic,5m 17s,2019-07-25T17:00:01Z
r2Ou58p_D7k,The Unsung Heroes of the Arctic - Ep. 3 | Wildlife: The Big Freeze,10m 47s,2019-07-25T12:00:11Z
Yj_EMxnR5GA,Name a New Ship | National Geographic,1m 4s,2019-07-24T17:00:06Z
139NSc53RqQ,Frogs Come Alive After Winter Thaw | National Geographic,2m 1s,2019-07-23T17:00:01Z
9nOyR00iYA0,Shark Attack Capital of the World | SharkFest,4m 58s,2019-07-23T12:00:02Z
xSZdECSjbHU,What Shark Is Attacking Tourists? | SharkFest,4m 45s,2019-07-22T12:00:08Z
draYwUZAJAc,Gordon Ramsay Makes Scrambled Eggs With Worms In Peru | Scrambled,6m 22s,2019-07-21T16:00:11Z
4UAE8aBboyY,Gordon Ramsay Eats Worms From a Cactus | Gordon Ramsay: Uncharted,3m 36s,2019-07-20T12:00:00Z
T0NyBTsDMsA,Western Australia's Shark Attack Causes | SharkFest,5m 4s,2019-07-18T17:00:08Z
QHaJdznlRBg,Male Polar Bear Fight Club - Ep. 2 | Wildlife: The Big Freeze,10m 42s,2019-07-18T12:00:05Z
MORb7bsrEPI,What the Apollo Missions Meant | APOLLO - Missions to the Moon,2m 51s,2019-07-17T12:00:08Z
u_EBssifo6I,Bear Cubs Emerge From the Den | National Geographic,3m 35s,2019-07-16T17:00:06Z
l7E0qnUBkcs,What Sharks Are Tag-Teaming Attacks? | SharkFest,5m 22s,2019-07-16T12:00:28Z
l49oyaB-KRI,Pigs Communicate With Humans in New Experiment | National Geographic,2m 33s,2019-07-15T12:00:12Z
nmD5HC06q0A,Gordon Ramsay Makes Alpaca Scrambled Eggs in Peru | Scrambled,7m 11s,2019-07-14T16:03:34Z
1yBwWLunlOM,Rockets 101 | National Geographic,5m 32s,2019-07-12T12:00:00Z
JtJdZrmeYKc,Why Are White Shark Attacks on the Rise? | SharkFest,4m 59s,2019-07-11T17:00:00Z
J3euEMWC8tg,Wolf Pack Takes on a Polar Bear - Ep. 1 | Wildlife: The Big Freeze,10m 55s,2019-07-11T12:00:02Z
YFF1wrkrvM8,Dinosaur Foot is Best-Preserved Theropod Fossil in Brazil | National Geographic,1m 24s,2019-07-10T12:00:14Z
Jd1mKPPCWtA,Wildlife with Bertie Gregory: The Big Freeze | National Geographic,1m 16s,2019-07-09T17:00:02Z
cbhf-RfaY8Q,Snake vs. Roadrunner Face-off | National Geographic,2m 58s,2019-07-09T12:00:11Z
uQb2C6oE-Rk,Do Lemon Sharks Attack Each Other? | SharkFest,4m 14s,2019-07-08T12:00:08Z
JUl41Oj3tSQ,Inside the Burial Chambers of Sudan’s Royal Pyramids: Exclusive | National Geographic,2m 56s,2019-07-07T12:00:02Z
yyOzHCSZihg,See What Europe’s Coins Looked Like Before the Euro | Short Film Showcase,2m 4s,2019-07-05T12:00:11Z
RWjdPQKxfU8,Is Sargassum Attracting Sharks to Galveston? | SharkFest,4m 54s,2019-07-04T15:00:06Z
zJCrrTk-dLQ,Inside Chichén Itzá - 360 | National Geographic,2m 43s,2019-07-03T12:00:08Z
kymxaLkoq9w,Polar Bears Practice Porpoising | National Geographic,2m 40s,2019-07-02T17:00:06Z
jy9ng5TZGuE,Safari Live - Day 384 | National Geographic,2h 1m 16s,2019-06-30T19:41:47Z
n4crvs-KTBw,Deserts 101 | National Geographic,3m 53s,2019-06-28T12:00:15Z
bMYGYY-WunE,Mother Turtle Makes a Tough Decision | National Geographic,1m 43s,2019-06-25T17:00:07Z
iLTvGBIyRrY,Largest Known Marine Stingray Study | National Geographic,2m 5s,2019-06-25T12:00:06Z
h_2GMByKxNQ,Detroit’s Urban Beekeepers are Transforming the City’s Vacant Lots | Short Film Showcase,5m 59s,2019-06-24T12:00:07Z
-1lzWv3dAsk,Safari Live - Day 380 | National Geographic,2h 56s,2019-06-23T18:22:13Z
3KbKnnwPzUo,This Carpenter Builds Crutches For Children. Now It’s His Turn To Walk. | Short Film Showcase,6m 55s,2019-06-23T15:00:00Z
RCYSEDqPv4o,A Brief History of Yellowstone National Park | National Geographic,4m 23s,2019-06-22T17:00:06Z
A3x65YP7rkQ,Geysers and Springs of Yellowstone - ASMR | Yellowstone Live,4m 1s,2019-06-22T12:00:04Z
_3MkWmHArrU,How Your Toothbrush Became a Part of the Plastic Crisis | National Geographic,4m 50s,2019-06-21T12:00:06Z
Xz8jhvvPDaU,Woodpeckers Defend Their Food Supply | National Geographic,3m 23s,2019-06-18T17:00:04Z
VHAD38kbcR8,These Plants Eat Salamanders | National Geographic,1m 39s,2019-06-17T17:00:04Z
M_V4KBFIe40,Bison and Elk in Yellowstone - ASMR | Yellowstone Live,3m 30s,2019-06-17T12:00:02Z
f3rbU4dOAvs,Safari Live - Day 376 | National Geographic,2h 1m 4s,2019-06-16T20:21:43Z
